,Category,Category_1,Subcategory,URL,Title,ID,Imagefile,Bredde,Bredde_unit,Højde,Højde_unit,Tykkelse,Tykkelse_unit,Dørkarm,Quantity,LastPrice,Saved,LastUpOn,Hængning,Bredde m/karm,Bredde m/karm_unit,Højde m/karm,Højde m/karm_unit,Karmtykkelse,Karmtykkelse_unit,FirstPrice,PriceChange,Description,Skinne,Gammelt glas,Med hjørnebånd,Glas,Defekte glas,Materiale,Monteret før,Produktionsår,Produktionsår_unit,Til indmuring,Overfalset,Med vinkelhængsler,Koblet,Med udskyderstang,Længde,Længde_unit,Dybde,Dybde_unit,Konvektorer,Konvektorer_unit,Ophængsbeslag,Med termostat,Trykprøvet,Store,Country,Language,Bundstykke,Fyldningstype,Fyldningstype_unit,Fast ramme,Alu på træ,Title_en
26,Doors and  Windows,Brugte Døre,Terrassedøre,/doere-vinduer/brugte-doere/yderdoere/terrassedoere/267315/idealcombi-terrasse-skydedoer-m-skader,Idealcombi terrasse /skydedør (m skader),267315,"['/dyn/resources/Shop_Model_Product/image/5/267315/1694529871/old2columns/idealcombi-terrasse-skydedoer-m-skader-267315.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/350244/1692349594/old2columns/idealcombi-terrasse-skydedoer-m-skader-267315.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/350240/1692349585/old2columns/idealcombi-terrasse-skydedoer-m-skader-267315.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/350226/1692346922/old2columns/267315.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/350227/1692346933/old2columns/267315.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/350228/1692346935/old2columns/267315.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/350241/1692349587/old2columns/idealcombi-terrasse-skydedoer-m-skader-267315.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/350243/1692349591/old2columns/idealcombi-terrasse-skydedoer-m-skader-267315.jpg']",199.0,cm,216.0,cm,15.0,cm,m/karm,1 stk,7500.0,2023-03-02,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Idealcombi terrace/sliding door (with damage)
27,Doors and  Windows,Brugte Døre,Terrassedøre,/doere-vinduer/brugte-doere/yderdoere/terrassedoere/267510/dobbelt-terrassedoer-med-koblede-rammer,Dobbelt terrassedør med koblede rammer,267510,"['/dyn/resources/Shop_Model_Product/image/0/267510/1694518799/old2columns/267510.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/351014/1693997436/old2columns/267510.jpg', '/dyn/resources/Shop_Model_Product_Image/image/5/351015/1693997449/old2columns/267510.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/351017/1693997453/old2columns/267510.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/351018/1693997456/old2columns/267510.jpg']",154.0,cm,229.0,cm,11.0,cm,,1 stk,3500.0,2023-03-02,2023-10-02,Højrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Double patio door with linked frames
28,Doors and  Windows,Brugte Døre,Terrassedøre,/doere-vinduer/brugte-doere/yderdoere/terrassedoere/267205/terrassedoer-med-karm,Terrassedør med karm,267205,"['/dyn/resources/Shop_Model_Product/image/5/267205/1691062242/old2columns/267205.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/349789/1691062246/old2columns/267205.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/349790/1691062247/old2columns/267205.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/349791/1691062248/old2columns/267205.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/349792/1691062251/old2columns/267205.jpg']",92.0,cm,241.0,cm,13.0,cm,,1 stk,3200.0,2023-03-02,2023-10-02,Højrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Terrace door with frame
29,Doors and  Windows,Brugte Døre,Terrassedøre,/doere-vinduer/brugte-doere/yderdoere/terrassedoere/266754/smal-terrassedoer-med-3-lags-glas-velfac,"Smal terrassedør med 3-lags glas, Velfac",266754,"['/dyn/resources/Shop_Model_Product/image/4/266754/1686556265/old2columns/266754.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/348007/1686556151/old2columns/266754.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/348010/1686556154/old2columns/266754.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/348006/1686556147/old2columns/266754.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/348008/1686556152/old2columns/266754.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/348009/1686556153/old2columns/266754.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/348011/1686556155/old2columns/266754.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/348013/1686556156/old2columns/266754.jpg']",66.4,cm,225.5,cm,12.4,cm,,6 stk,1800.0,2023-03-02,2023-10-02,Højrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,"Narrow patio door with 3-layer glass, Velfac"
30,Doors and  Windows,Brugte Døre,Terrassedøre,/doere-vinduer/brugte-doere/yderdoere/terrassedoere/266796/smal-terrassedoer-med-3-lags-glas-velfacmed-skade,"Smal terrassedør med 3-lags glas, Velfac/med skade",266796,"['/dyn/resources/Shop_Model_Product/image/6/266796/1686815025/old2columns/266796.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/348176/1686815012/old2columns/266796.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/348181/1686815017/old2columns/266796.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/348177/1686815014/old2columns/266796.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/348178/1686815014/old2columns/266796.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/348179/1686815015/old2columns/266796.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/348182/1686815018/old2columns/266796.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/348183/1686815019/old2columns/266796.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/348184/1686815019/old2columns/266796.jpg']",66.4,cm,225.5,cm,12.4,cm,,2 stk,500.0,2023-03-02,2023-07-28,Højrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,"Narrow patio door with 3-layer glass, Velfac/with damage"
31,Doors and  Windows,Brugte Døre,Terrassedøre,/doere-vinduer/brugte-doere/yderdoere/terrassedoere/266719/terrassedoer-med-overparti,Terrassedør med overparti,266719,"['/dyn/resources/Shop_Model_Product/image/9/266719/1686216645/old2columns/yderdoer-med-overparti-266719.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/347894/1686216273/old2columns/yderdoer-med-overparti-266719.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/347896/1686216276/old2columns/yderdoer-med-overparti-266719.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/347897/1686216277/old2columns/yderdoer-med-overparti-266719.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/347898/1686216280/old2columns/yderdoer-med-overparti-266719.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/347899/1686216282/old2columns/yderdoer-med-overparti-266719.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/347900/1686216285/old2columns/yderdoer-med-overparti-266719.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/347901/1686216287/old2columns/yderdoer-med-overparti-266719.jpg']",94.0,cm,243.0,cm,13.0,cm,,3 stk,3500.0,2023-03-02,2023-04-01,Venstrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Terrace door with upper part
32,Doors and  Windows,Brugte Døre,Terrassedøre,/doere-vinduer/brugte-doere/yderdoere/terrassedoere/266581/terrassedoer-med-karm,Terrassedør med karm,266581,"['/dyn/resources/Shop_Model_Product/image/1/266581/1684845222/old2columns/266581.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/347200/1684845225/old2columns/266581.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/347201/1684845226/old2columns/266581.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/347202/1684845227/old2columns/266581.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/347203/1684845229/old2columns/266581.jpg']",76.0,cm,234.0,cm,12.5,cm,,1 stk,2600.0,2023-03-02,2023-06-12,Højrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Terrace door with frame
33,Doors and  Windows,Brugte Døre,Terrassedøre,/doere-vinduer/brugte-doere/yderdoere/terrassedoere/266476/terrassedoer-med-karm,Terrassedør med karm,266476,"['/dyn/resources/Shop_Model_Product/image/6/266476/1683894583/old2columns/266476.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/346748/1683894585/old2columns/266476.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/346749/1683894586/old2columns/266476.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/346750/1683894587/old2columns/266476.jpg']",94.5,cm,226.5,cm,13.5,cm,,1 stk,2800.0,2023-03-02,2023-06-18,Venstrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Terrace door with frame
34,Doors and  Windows,Brugte Døre,Terrassedøre,/doere-vinduer/brugte-doere/yderdoere/terrassedoere/265788/terrassedoer-m-3-lags-energiglas-fra-rationel,Terrassedør m. 3-lags energiglas fra Rationel,265788,"['/dyn/resources/Shop_Model_Product/image/8/265788/1678715335/old2columns/265788.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/343883/1678715271/old2columns/265788.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/343880/1678715270/old2columns/265788.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/343882/1678715271/old2columns/265788.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/343877/1678715266/old2columns/265788.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/343879/1678715269/old2columns/265788.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/343878/1678715269/old2columns/265788.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/343881/1678715270/old2columns/265788.jpg', '/dyn/resources/Shop_Model_Product_Image/image/5/343885/1678715272/old2columns/265788.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/343886/1678715273/old2columns/265788.jpg']",94.8,cm,209.8,cm,12.5,cm,,7 stk,2500.0,2023-03-02,2023-04-29,Højrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Terrace door with 3-layer energy glass from Rationel
35,Doors and  Windows,Brugte Døre,Terrassedøre,/doere-vinduer/brugte-doere/yderdoere/terrassedoere/265790/terrassedoer-m-3-lags-energiglas-fra-rationel,Terrassedør m. 3-lags energiglas fra Rationel,265790,"['/dyn/resources/Shop_Model_Product/image/0/265790/1678715714/old2columns/265790.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/343889/1678715491/old2columns/265790.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/343899/1678715690/old2columns/265790.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/343890/1678715492/old2columns/265790.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/343887/1678715488/old2columns/265790.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/343892/1678715493/old2columns/265790.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/343893/1678715493/old2columns/265790.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/343894/1678715494/old2columns/265790.jpg']",94.8,cm,209.8,cm,12.5,cm,,2 stk,2500.0,2023-03-02,2023-07-06,Venstrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Terrace door with 3-layer energy glass from Rationel
36,Doors and  Windows,Brugte Døre,Dobbelte yderdøre,/doere-vinduer/brugte-doere/yderdoere/dobbelte-yderdoere/267583/dobbelte-yderdoer-med-karm,Dobbelte yderdør med karm,267583,"['/dyn/resources/Shop_Model_Product/image/3/267583/1694497759/old2columns/dobbelte-yderdoer-med-karm-267583.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/351281/1694440372/old2columns/267583.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/351282/1694440372/old2columns/267583.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/351283/1694440373/old2columns/267583.jpg', '/dyn/resources/Shop_Model_Product_Image/image/5/351285/1694440374/old2columns/267583.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/351280/1694440371/old2columns/267583.jpg']",122.0,cm,257.0,cm,12.1,cm,,1 stk,6500.0,2023-03-02,2023-10-02,Venstrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Double exterior door with frame
37,Doors and  Windows,Brugte Døre,Dobbelte yderdøre,/doere-vinduer/brugte-doere/yderdoere/dobbelte-yderdoere/267593/dobbelt-yderdoer-med-karm,Dobbelt yderdør med karm,267593,"['/dyn/resources/Shop_Model_Product/image/3/267593/1694515729/old2columns/267593.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/351333/1694515063/old2columns/267593.jpg', '/dyn/resources/Shop_Model_Product_Image/image/5/351335/1694515068/old2columns/267593.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/351332/1694515052/old2columns/267593.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/351334/1694515065/old2columns/267593.jpg']",127.5,cm,215.0,cm,11.5,cm,,1 stk,5500.0,2023-03-02,2023-10-02,Højrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Double outer door with frame
38,Doors and  Windows,Brugte Døre,Dobbelte yderdøre,/doere-vinduer/brugte-doere/yderdoere/dobbelte-yderdoere/267418/boejsoe-dobbelt-terrassedoer,Bøjsø dobbelt terrassedør,267418,"['/dyn/resources/Shop_Model_Product/image/8/267418/1693310213/old2columns/267418.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/350642/1693310046/old2columns/267418.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/350643/1693310054/old2columns/267418.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/350644/1693310055/old2columns/267418.jpg', '/dyn/resources/Shop_Model_Product_Image/image/5/350645/1693310057/old2columns/267418.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/350646/1693310059/old2columns/267418.jpg']",122.0,cm,219.5,cm,11.5,cm,,1 stk,6500.0,2023-04-08,2023-10-02,Venstrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Bøjsø double patio door
39,Doors and  Windows,Brugte Døre,Dobbelte yderdøre,/doere-vinduer/brugte-doere/yderdoere/dobbelte-yderdoere/267234/dobbelt-terrassedoer-med-karm,Dobbelt terrassedør med karm,267234,"['/dyn/resources/Shop_Model_Product/image/4/267234/1691410129/old2columns/267234.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/349903/1691410136/old2columns/267234.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/349904/1691410137/old2columns/267234.jpg', '/dyn/resources/Shop_Model_Product_Image/image/5/349905/1691410530/old2columns/dobbelt-terrassedoer-med-karm-267234.jpg']",139.0,cm,233.0,cm,11.5,cm,,1 stk,3900.0,2023-03-16,2023-10-02,Venstrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Double patio door with frame
40,Doors and  Windows,Brugte Døre,Dobbelte yderdøre,/doere-vinduer/brugte-doere/yderdoere/dobbelte-yderdoere/267161/dobbelt-rationel-terrassedoer,Dobbelt Rationel terrassedør,267161,"['/dyn/resources/Shop_Model_Product/image/1/267161/1690792972/old2columns/267161.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/349608/1690792375/old2columns/267161.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/349602/1690792354/old2columns/267161.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/349603/1690792362/old2columns/267161.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/349606/1690792369/old2columns/267161.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/349609/1690792377/old2columns/267161.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/349607/1690792372/old2columns/267161.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/349604/1690792363/old2columns/267161.jpg']",140.0,cm,240.0,cm,12.0,cm,,køb efter reservation,7500.0,2023-04-19,2023-04-21,Højrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Double Rational patio door
41,Doors and  Windows,Brugte Døre,Dobbelte yderdøre,/doere-vinduer/brugte-doere/yderdoere/dobbelte-yderdoere/267022/boejsoe-dobbelt-terrassedoer,Bøjsø dobbelt terrassedør,267022,"['/dyn/resources/Shop_Model_Product/image/2/267022/1689072158/old2columns/267022.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/349181/1689071945/old2columns/267022.jpg', '/dyn/resources/Shop_Model_Product_Image/image/5/349185/1689071952/old2columns/267022.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/349179/1689071933/old2columns/267022.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/349180/1689071943/old2columns/267022.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/349183/1689071948/old2columns/267022.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/349184/1689071950/old2columns/267022.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/349186/1689071953/old2columns/267022.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/349187/1689071954/old2columns/267022.jpg']",148.0,cm,222.5,cm,11.5,cm,,køb efter reservation,14000.0,2023-03-02,2023-03-12,Venstrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Bøjsø double patio door
42,Doors and  Windows,Brugte Døre,Dobbelte yderdøre,/doere-vinduer/brugte-doere/yderdoere/dobbelte-yderdoere/266913/terrassedoersparti-med-koblede-rammer,Terrassedørsparti med koblede rammer,266913,"['/dyn/resources/Shop_Model_Product/image/3/266913/1687962665/old2columns/266913.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/348747/1687963303/old2columns/terrassedoersparti-med-koblede-rammer-266913.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/348744/1687962356/old2columns/266913.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/348740/1687962350/old2columns/266913.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/348741/1687962351/old2columns/266913.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/348742/1687962353/old2columns/266913.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/348746/1687963302/old2columns/terrassedoersparti-med-koblede-rammer-266913.jpg']",218.0,cm,272.0,cm,11.5,cm,,1 stk,24000.0,2023-03-02,2023-05-28,Venstrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Terrace door section with linked frames
43,Doors and  Windows,Brugte Døre,Dobbelte yderdøre,/doere-vinduer/brugte-doere/yderdoere/dobbelte-yderdoere/266670/dobbelt-yderdoer-uden-karm,Dobbelt yderdør uden karm,266670,"['/dyn/resources/Shop_Model_Product/image/0/266670/1686307919/old2columns/yderdoer-uden-karm-266670.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/347618/1685690779/old2columns/yderdoer-uden-karm-266670.jpg']",218.0,cm,215.5,cm,4.0,cm,,1 stk,1800.0,2023-03-02,2023-05-15,Venstrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Double exterior door without frame
44,Doors and  Windows,Brugte Døre,Dobbelte yderdøre,/doere-vinduer/brugte-doere/yderdoere/dobbelte-yderdoere/266654/dobbelt-havedoer-med-karm,Dobbelt havedør med karm,266654,"['/dyn/resources/Shop_Model_Product/image/4/266654/1685544689/old2columns/266654.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/347562/1685540668/old2columns/266654.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/347558/1685540651/old2columns/266654.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/347560/1685540664/old2columns/266654.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/347561/1685540666/old2columns/266654.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/347563/1685540670/old2columns/266654.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/347564/1685540673/old2columns/266654.jpg', '/dyn/resources/Shop_Model_Product_Image/image/5/347565/1685540676/old2columns/266654.jpg']",128.0,cm,237.0,cm,12.0,cm,,1 stk,11500.0,2023-03-02,2023-04-08,Venstrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Double garden door with frame
45,Doors and  Windows,Brugte Døre,Dobbelte yderdøre,/doere-vinduer/brugte-doere/yderdoere/dobbelte-yderdoere/266582/dobbelt-terrassedoer-med-karm,Dobbelt terrassedør med karm,266582,"['/dyn/resources/Shop_Model_Product/image/2/266582/1684849430/old2columns/266582.jpg', '/dyn/resources/Shop_Model_Product_Image/image/5/347205/1684849435/old2columns/266582.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/347206/1684849436/old2columns/266582.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/347207/1684849437/old2columns/266582.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/347208/1684849439/old2columns/266582.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/347209/1684849440/old2columns/266582.jpg']",145.0,cm,234.0,cm,12.5,cm,,1 stk,3900.0,2023-03-02,2023-06-08,Venstrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Double patio door with frame
46,Doors and  Windows,Brugte Døre,Dobbelte yderdøre,/doere-vinduer/brugte-doere/yderdoere/dobbelte-yderdoere/266529/velfac-dobbelt-terrassedoer,Velfac dobbelt terrassedør,266529,"['/dyn/resources/Shop_Model_Product/image/9/266529/1684248003/old2columns/266529.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/346998/1684246870/old2columns/266529.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/346999/1684246879/old2columns/266529.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/347000/1684246881/old2columns/266529.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/347001/1684246883/old2columns/266529.jpg']",125.5,cm,235.0,cm,12.5,cm,,1 stk,3500.0,2023-03-02,2023-06-25,Venstrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Velfac double patio door
47,Doors and  Windows,Brugte Døre,Dobbelte yderdøre,/doere-vinduer/brugte-doere/yderdoere/dobbelte-yderdoere/266352/dobbelt-terrassedoer-med-karm,Dobbelt terrassedør med karm,266352,"['/dyn/resources/Shop_Model_Product/image/2/266352/1683038454/old2columns/266352.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/346199/1682930790/old2columns/266352.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/346200/1682930796/old2columns/266352.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/346201/1682930797/old2columns/266352.jpg']",105.0,cm,244.0,cm,11.5,cm,,1 stk,2600.0,2023-03-02,2023-06-16,Højrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Double patio door with frame
